,global,local,fusion
134,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.409491   0.6688549  0.34400198 ... 0.39639533 0.5828721  0.66551715]
 [0.42409477 0.6530602  0.35892576 ... 0.39778796 0.5728888  0.65005875]
 [0.42985305 0.6436706  0.37484875 ... 0.41250476 0.5703089  0.6358248 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5790925  0.5336634  0.50090384 ... 0.50102985 0.61284715 0.5539221 ]
 [0.575709   0.53878665 0.51559407 ... 0.50622445 0.63834506 0.5666072 ]
 [0.587018   0.5363466  0.5187116  ... 0.51114327 0.651943   0.5821378 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.66504806 0.39022854 0.4544083  ... 0.5378098  0.706216   0.56422704]
 [0.68710154 0.39164126 0.4390915  ... 0.55049026 0.71989536 0.5633539 ]
 [0.6939758  0.4148443  0.4296219  ... 0.55781883 0.72241    0.5444418 ]]"
135,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.37647635 0.72874856 0.2882748  ... 0.36936653 0.6243278  0.7300766 ]
 [0.37027866 0.7383774  0.27395472 ... 0.34435084 0.62522006 0.7439337 ]
 [0.37359715 0.72921807 0.2882149  ... 0.35274833 0.6176453  0.72880495]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59665304 0.5717303  0.46111482 ... 0.48967382 0.65981954 0.57368976]
 [0.58869666 0.56644475 0.4624143  ... 0.49313888 0.6629205  0.57916814]
 [0.58761823 0.5680123  0.47164023 ... 0.49198937 0.6783453  0.5800625 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6966751  0.35234138 0.42802    ... 0.5634775  0.76759523 0.55828565]
 [0.70439756 0.3377228  0.44222683 ... 0.5646623  0.7801289  0.57815003]
 [0.70392865 0.34488174 0.43300423 ... 0.5619903  0.77790564 0.5642721 ]]"
136,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.35877138 0.7273804  0.2865296  ... 0.33999786 0.6194732  0.72953814]
 [0.3417939  0.7496767  0.27206475 ... 0.31131026 0.626743   0.7587788 ]
 [0.45185342 0.6063624  0.39968646 ... 0.45525852 0.5624166  0.6169697 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6057729  0.5749357  0.48356918 ... 0.49885345 0.6787872  0.55823386]
 [0.60047144 0.57066387 0.4631195  ... 0.4988702  0.66997755 0.57054484]
 [0.5724779  0.54464203 0.5221453  ... 0.49688116 0.6080882  0.54692286]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.72314465 0.3231926  0.4247185  ... 0.5430073  0.7976746  0.5485249 ]
 [0.72673565 0.3140463  0.43375975 ... 0.5507752  0.8037157  0.57290685]
 [0.6451115  0.44343284 0.43210325 ... 0.5350776  0.66849524 0.521977  ]]"
137,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3715412  0.7385988  0.2747869  ... 0.3453939  0.62280226 0.7484833 ]
 [0.40468496 0.676785   0.34009117 ... 0.37279958 0.58257425 0.6862857 ]
 [0.36650956 0.74121845 0.27124166 ... 0.3519382  0.6251294  0.74920195]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5917424  0.56433034 0.4400328  ... 0.4930241  0.68408257 0.5920539 ]
 [0.57354    0.5490245  0.49191704 ... 0.49006698 0.6254216  0.55528885]
 [0.5828107  0.56711245 0.45729977 ... 0.49202633 0.6717565  0.58031666]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7238333  0.3308935  0.42613998 ... 0.56093556 0.7799164  0.5680417 ]
 [0.6757608  0.38065726 0.4488782  ... 0.5474234  0.72100335 0.58252865]
 [0.70741445 0.3413019  0.4398486  ... 0.5581711  0.76769316 0.5694583 ]]"
138,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3608327  0.7289233  0.28953582 ... 0.3281659  0.6075171  0.7329996 ]
 [0.4155268  0.65379286 0.3652326  ... 0.40122798 0.57946646 0.65529966]
 [0.42299584 0.651159   0.3692271  ... 0.39839536 0.5700078  0.648753  ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5804788  0.56369907 0.48183143 ... 0.4978704  0.6487133  0.56174994]
 [0.5815254  0.55271286 0.5032786  ... 0.510411   0.64836425 0.56761116]
 [0.58524543 0.5606353  0.51964635 ... 0.5126644  0.64449155 0.5667576 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69643027 0.33183235 0.44748893 ... 0.5480646  0.7768382  0.5806356 ]
 [0.6908823  0.38882428 0.43910927 ... 0.5594453  0.72611725 0.5290161 ]
 [0.6883082  0.39362293 0.43581614 ... 0.5486347  0.7290184  0.5448769 ]]"
139,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.438051   0.6270305  0.38651574 ... 0.42470473 0.5655129  0.63139313]
 [0.37458494 0.7083439  0.30834162 ... 0.34188193 0.59356153 0.7172519 ]
 [0.35353106 0.7458308  0.27319506 ... 0.32057065 0.6228397  0.75343126]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59033996 0.55748725 0.4871234  ... 0.5068587  0.6569643  0.57655436]
 [0.5808882  0.55515313 0.48648393 ... 0.49135298 0.63579965 0.5558699 ]
 [0.5977523  0.5579318  0.48739982 ... 0.5099791  0.6618406  0.57449234]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6970185  0.4073444  0.41394773 ... 0.55871576 0.72137517 0.51899374]
 [0.688902   0.34792125 0.44736734 ... 0.5423357  0.7562675  0.59088105]
 [0.722182   0.32672483 0.43539956 ... 0.5485789  0.79695463 0.57974976]]"
140,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.34469202 0.74712133 0.2729436  ... 0.3193121  0.62649727 0.75154215]
 [0.3565521  0.7336061  0.2841585  ... 0.33595416 0.6258812  0.7395774 ]
 [0.34491962 0.7466089  0.26929992 ... 0.31341788 0.6262176  0.75327516]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6025534  0.55513    0.4817649  ... 0.5226385  0.6824343  0.57926965]
 [0.5990819  0.5780137  0.46252236 ... 0.5063906  0.6896466  0.5799239 ]
 [0.5979068  0.5568714  0.5049626  ... 0.51915723 0.6806831  0.5829881 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.73667604 0.31765    0.43106255 ... 0.5555582  0.80921835 0.5707696 ]
 [0.7346152  0.32668918 0.4319736  ... 0.55983603 0.7970168  0.54957765]
 [0.7407732  0.32071197 0.43109834 ... 0.5546853  0.81157494 0.5934387 ]]"
141,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.44821963 0.6161212  0.3954739  ... 0.44988105 0.56309026 0.61903083]
 [0.44202587 0.6227991  0.3870524  ... 0.45328993 0.5702956  0.6277436 ]
 [0.44412047 0.6213702  0.3877213  ... 0.45112792 0.56852525 0.6244402 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5597337  0.5362976  0.5166633  ... 0.49506527 0.5912325  0.5377682 ]
 [0.57181597 0.5628138  0.5112799  ... 0.5003248  0.61377645 0.55143654]
 [0.5647591  0.55735993 0.5137968  ... 0.49728093 0.60797304 0.54884493]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6200423  0.43292108 0.45496547 ... 0.531999   0.6496415  0.5305233 ]
 [0.6434899  0.42494035 0.43597758 ... 0.5377297  0.668437   0.5336116 ]
 [0.6321589  0.4274439  0.44189027 ... 0.5379071  0.66302425 0.53344905]]"
142,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38651574 0.713284   0.30125564 ... 0.39807966 0.6214747  0.7173908 ]
 [0.38870412 0.71640754 0.30297238 ... 0.3935721  0.6202395  0.71484786]
 [0.38512224 0.7171533  0.30174547 ... 0.37845695 0.6175375  0.7196329 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57952344 0.5494604  0.4943442  ... 0.48520824 0.6502227  0.55916387]
 [0.5784626  0.5547809  0.49153966 ... 0.4894484  0.65340304 0.5635496 ]
 [0.58283496 0.5618827  0.47499645 ... 0.48929724 0.6647798  0.572795  ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6783722  0.38873053 0.43421516 ... 0.56177574 0.7429651  0.55622023]
 [0.6779688  0.38279992 0.4369261  ... 0.5666572  0.74832165 0.5554053 ]
 [0.69369495 0.3670745  0.4329854  ... 0.57267165 0.76189756 0.5502422 ]]"
143,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3896675  0.7120833  0.3008662  ... 0.38511702 0.6224727  0.7186445 ]
 [0.38846204 0.70337623 0.3132388  ... 0.37138906 0.60911727 0.7117072 ]
 [0.39250058 0.7020662  0.31399113 ... 0.38292423 0.6141637  0.7125795 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5873508  0.5582901  0.48464864 ... 0.4880915  0.6697077  0.5684037 ]
 [0.57907057 0.5641577  0.4809728  ... 0.48952916 0.65289605 0.5650784 ]
 [0.59420717 0.5606169  0.48225978 ... 0.50333863 0.65830165 0.559874  ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70119095 0.376098   0.42839336 ... 0.5647196  0.7642689  0.54761195]
 [0.695249   0.36851555 0.4313917  ... 0.55955756 0.75454086 0.5597072 ]
 [0.6970999  0.3711629  0.43064067 ... 0.55361354 0.7571846  0.54181576]]"
144,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38174972 0.7036076  0.31282085 ... 0.35027066 0.59377176 0.70660096]
 [0.37867936 0.72512245 0.29507738 ... 0.36644843 0.6221343  0.7264557 ]
 [0.40000248 0.6974887  0.32396272 ... 0.3880635  0.6072175  0.6997667 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5799532  0.5535834  0.5183709  ... 0.49681506 0.6310005  0.5482523 ]
 [0.5946856  0.561029   0.49219966 ... 0.48796216 0.6670839  0.5657666 ]
 [0.5754538  0.5653353  0.50004745 ... 0.49464935 0.64734125 0.557147  ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6845521  0.3549987  0.4455436  ... 0.53722644 0.74032336 0.59874994]
 [0.7046247  0.363144   0.42708436 ... 0.5533076  0.7703404  0.56455296]
 [0.6779921  0.38412765 0.4307728  ... 0.5611486  0.74923474 0.5526574 ]]"
145,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.4018571  0.6748418  0.3389653  ... 0.4144518  0.59610087 0.6747417 ]
 [0.4073873  0.66849256 0.34642202 ... 0.42295608 0.5969849  0.66802853]
 [0.4198727  0.65154916 0.36275163 ... 0.4224632  0.5842703  0.65380657]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5786281  0.5385458  0.51253533 ... 0.514962   0.6329849  0.5640908 ]
 [0.5824569  0.5473401  0.50054204 ... 0.5116934  0.63497716 0.5609629 ]
 [0.5910495  0.5482734  0.4979731  ... 0.51920515 0.66536534 0.57804847]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6676652  0.4024266  0.4376936  ... 0.5512183  0.7237073  0.55977726]
 [0.66922885 0.40528205 0.43373516 ... 0.55127347 0.7185181  0.53652763]
 [0.6936536  0.4056986  0.42509514 ... 0.5573852  0.72751516 0.5208936 ]]"
146,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40092754 0.7002057  0.30941975 ... 0.4332759  0.6170906  0.7103692 ]
 [0.33113194 0.76093966 0.25658065 ... 0.30034328 0.6300922  0.7706674 ]
 [0.39766508 0.68442774 0.34018195 ... 0.387238   0.5922732  0.6832493 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.610909   0.5683088  0.4777411  ... 0.49466488 0.6652648  0.5648866 ]
 [0.6033447  0.559342   0.46777442 ... 0.50959766 0.66933537 0.58404183]
 [0.5956936  0.554285   0.49889404 ... 0.51416385 0.66253746 0.5679911 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.691917   0.38967055 0.41547763 ... 0.55152404 0.75320655 0.5060498 ]
 [0.73781204 0.3036671  0.43809748 ... 0.54844075 0.8183524  0.59026724]
 [0.70361334 0.3638704  0.44279876 ... 0.5518965  0.7518132  0.5322521 ]]"
147,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3989757  0.7003663  0.30993676 ... 0.40903655 0.6209956  0.71018565]
 [0.37807894 0.7298562  0.28370664 ... 0.3883499  0.63501483 0.73772794]
 [0.39314935 0.69979393 0.31474754 ... 0.39126942 0.61646545 0.70776826]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6089974  0.5736966  0.48643288 ... 0.49379864 0.6847025  0.5627516 ]
 [0.59319293 0.5724414  0.47878253 ... 0.5036405  0.6697257  0.5794531 ]
 [0.5867528  0.5650143  0.49726653 ... 0.49768117 0.6580355  0.55344397]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.71436983 0.38352147 0.40385914 ... 0.55403894 0.7676916  0.51533204]
 [0.7091781  0.35901722 0.4238054  ... 0.56397164 0.7709406  0.5384341 ]
 [0.6951442  0.37688127 0.43046647 ... 0.5498532  0.75718105 0.54008126]]"
148,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40861502 0.6789538  0.3401864  ... 0.4043336  0.6011248  0.6860838 ]
 [0.40321425 0.68257993 0.3364115  ... 0.39534488 0.594159   0.6840565 ]
 [0.41219807 0.671864   0.34471858 ... 0.41544536 0.5937696  0.67670846]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6011089  0.5677041  0.4923163  ... 0.5095449  0.658616   0.55217874]
 [0.5871234  0.5586275  0.49183455 ... 0.50491947 0.6392905  0.5509251 ]
 [0.6103098  0.57165974 0.48131    ... 0.51157355 0.66714835 0.56077874]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69614786 0.38140425 0.4209153  ... 0.54780835 0.74488723 0.5247358 ]
 [0.67467713 0.37826753 0.42087823 ... 0.553263   0.7447838  0.55690354]
 [0.6999688  0.38026977 0.41395146 ... 0.55033076 0.75106573 0.52054054]]"
149,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3786257  0.72897637 0.28334945 ... 0.41029823 0.6351155  0.7371389 ]
 [0.3975931  0.71819687 0.29290152 ... 0.41337112 0.62889296 0.7341137 ]
 [0.34119806 0.7534623  0.2620171  ... 0.3062225  0.62380856 0.76511306]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.60991365 0.57827765 0.50584537 ... 0.48209682 0.67414266 0.56277955]
 [0.60331583 0.5819273  0.46438003 ... 0.48561293 0.69458944 0.6000853 ]
 [0.595263   0.56617296 0.46520802 ... 0.5006734  0.6852148  0.5821935 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.71828365 0.38444173 0.40573168 ... 0.549342   0.7665451  0.5384407 ]
 [0.73018503 0.3826174  0.41658545 ... 0.58964604 0.7821088  0.5405138 ]
 [0.73813015 0.31670824 0.43256658 ... 0.5555557  0.81102395 0.577272  ]]"
150,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.45521128 0.6027961  0.40965346 ... 0.4535863  0.55260164 0.60431564]
 [0.36908582 0.73677313 0.27640602 ... 0.35285488 0.6246206  0.744631  ]
 [0.3743943  0.7270938  0.28417814 ... 0.3662424  0.6208681  0.7340074 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5654897  0.53199005 0.5232455  ... 0.48995924 0.5897272  0.5362552 ]
 [0.59951794 0.5662933  0.46175703 ... 0.49880648 0.67146033 0.58652824]
 [0.5959646  0.5638745  0.46051526 ... 0.492071   0.6653899  0.5803063 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.619454   0.44276854 0.4482013  ... 0.52942866 0.6398529  0.5354531 ]
 [0.71712554 0.34543332 0.42941877 ... 0.56402504 0.7832025  0.5580313 ]
 [0.70489335 0.35519743 0.42866662 ... 0.5607055  0.771177   0.55249375]]"
